lon,lat,depth_m,adcirc_id,stwave_id,match_dist_m,have
-73.941868,40.549525,3.264132,3915,348,0.6,both
-74.24018,40.55025,1.771333,13761,,,adcirc_only
-73.909923,40.550472,3.356454,3916,349,0.3,both
-73.94172,40.55116,3.233808,14188,2802,0.0,both
-74.091532,40.551798,4.000049,3918,351,0.3,both
-74.246802,40.553812,9.072283,3920,,,adcirc_only
-73.90921,40.5545,0.366604,12060,1766,0.0,both
-74.236405,40.554621,3.999131,3921,,,adcirc_only
-74.10273,40.55469,0.247592,11730,1440,0.0,both
-74.245,40.555,9.001866,7421,,,adcirc_only
-74.2419,40.5552,9.071531,11654,,,adcirc_only
-73.90081,40.55546,2.959557,14192,2806,0.0,both
-73.893352,40.555797,3.285754,3923,,,adcirc_only
-74.21977,40.556238,3.997309,3925,,,adcirc_only
-74.223333,40.556667,9.068306,7680,,,adcirc_only
-74.2233,40.5567,9.068298,3496,,,adcirc_only
-73.93691,40.55755,4.542165,14187,2801,0.0,both
-74.21398,40.55776,1.766686,13762,,,adcirc_only
-74.2295,40.5582,9.069369,11655,,,adcirc_only
-74.230824,40.558851,8.921168,3927,,,adcirc_only
-73.8895,40.559,0.573519,12061,1767,0.0,both
-73.88247,40.56034,2.686353,14193,2807,0.0,both
-73.930956,40.560353,2.659723,3928,361,0.5,both
-73.92947,40.56037,0.973391,12057,1763,0.0,both
-73.876579,40.560748,3.852085,3929,362,0.2,both
-74.083656,40.56125,4.000066,3930,363,0.3,both
-73.92488,40.56224,4.435946,14186,2800,0.0,both
-73.87407,40.56276,2.596963,14194,2808,0.0,both
-73.91842,40.56309,1.546174,12056,1762,0.0,both
-73.8716,40.5644,0.658528,12062,1768,0.0,both
-74.26673,40.56475,-0.723088,11669,,,adcirc_only
-73.9014,40.56485,0.67394,12055,1761,0.0,both
-73.914045,40.565009,1.734549,3933,366,0.4,both
-74.0368,40.5651,12.333033,11777,1487,0.0,both
-73.91365,40.56562,3.89751,14185,2799,0.0,both
-74.022001,40.566024,9.506926,3934,367,0.5,both
-73.90064,40.56631,5.183667,14182,2796,0.0,both
-74.03912,40.566585,9.862917,3937,370,0.6,both
-73.896321,40.567355,1.445056,3939,372,0.6,both
-74.08331,40.56809,3.360851,11731,1441,0.0,both
-74.079307,40.569057,4.000085,3942,375,0.4,both
-73.99569,40.56996,3.962428,11945,1651,0.0,both
-73.983333,40.57,4.117272,7659,1163,0.3,both
-73.9833,40.57,4.11898,3559,71,0.0,both
-73.99008,40.570341,2.885092,3945,378,0.1,both
-73.98078,40.57074,3.258922,11946,1652,0.0,both
-73.972137,40.571289,4.45118,3949,382,0.3,both
-73.97316,40.5723,0.324308,11954,1660,0.0,both
-73.96718,40.57249,3.420522,11947,1653,0.0,both
-73.954269,40.572645,5.699679,3955,388,0.6,both
-73.94692,40.57312,4.534759,3576,84,0.0,both
-73.91274,40.57326,3.253761,14089,2703,0.0,both
-74.0091,40.5733,2.257865,11944,1650,0.0,both
-74.01367,40.57358,7.668588,3549,62,0.0,both
-74.073544,40.573613,4.000144,3957,390,0.5,both
-73.913484,40.574057,3.675201,3958,391,0.5,both
-74.007152,40.574167,-3.207407,3959,392,0.4,both
-73.95335,40.57423,0.243096,11948,1654,0.0,both
-74.078404,40.57452,2.060915,3529,42,0.3,both
-73.939088,40.574571,3.422,3962,395,0.2,both
-73.93837,40.57464,3.24555,11949,1655,0.0,both
-74.0883,40.5763,-1.2,11736,1446,0.0,both
-73.9292,40.5764,7.634495,11950,1656,0.0,both
-74.0742,40.5767,3.178066,11732,1442,0.0,both
-74.01342,40.57836,2.765636,14070,2684,0.0,both
-73.930448,40.578621,7.858637,3969,402,0.2,both
-74.02041,40.579281,8.765059,3971,404,0.1,both
-74.042363,40.58007,9.378292,3972,405,0.3,both
-73.99219,40.58022,5.615351,14068,2682,0.0,both
-74.0402,40.5811,12.269163,11778,1488,0.0,both
-73.92778,40.58115,7.616156,14073,2687,0.0,both
-74.00866,40.58122,-0.560144,11943,1649,0.0,both
-74.06836,40.581269,3.999381,3974,407,0.1,both
-73.99673,40.58141,5.483291,14067,2681,0.0,both
-73.9314,40.5818,9.107856,11951,1657,0.0,both
-73.93934,40.58223,6.650968,14071,2685,0.0,both
